_id,id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women,total_crimes,safety_index,safety_score,risk_category
62,61,2017,Assam,18,Kokrajhar,294,Kokrajhar,1.0,4.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,33.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,12.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,408.0,27.14,Moderate
63,62,2017,Assam,18,Lakhimpur,295,Lakhimpur,0.0,7.0,0.0,0.0,0.0,0.0,438.0,16.0,0.0,6.0,102.0,192.0,32.0,0.0,0.0,11.0,0.0,0.0,69.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,0.0,0.0,0.0,0.0,683.0,837.0,55.67,High
64,63,2017,Assam,18,Marigaon,296,Morigaon,0.0,5.0,0.0,2.0,0.0,0.0,355.0,0.0,0.0,0.0,55.0,87.0,54.0,0.0,0.0,14.0,0.0,0.0,84.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,790.0,52.55,High
65,64,2017,Assam,18,Dima Hasao,299,Dima Hasao,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,4.0,8.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,1.6,Low
66,65,2017,Assam,18,Nagaon,297,Nagaon,3.0,7.0,5.0,0.0,0.0,1.0,963.0,22.0,0.0,3.0,171.0,0.0,237.0,0.0,22.0,11.0,0.0,0.0,93.0,0.0,29.0,0.0,304.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,1763.0,100.0,Critical
67,66,2017,Assam,18,Nalbari,298,Nalbari,0.0,2.0,0.0,0.0,0.0,0.0,184.0,40.0,0.0,0.0,44.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,34.0,10.0,0.0,0.0,64.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,510.0,33.92,Moderate
68,67,2017,Assam,18,Kamrup Metro,618,Rpo,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.19,Low
69,68,2017,Assam,18,Kamrup Metro,618,Sou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
70,69,2017,Assam,18,Kamrup Metro,618,Stf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
71,70,2017,Assam,18,Sivasagar,300,Sibsagar,0.0,4.0,1.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,104.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,20.0,0.0,12.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,19.0,0.0,17.0,4.0,7.0,1.0,1.0,0.0,0.0,316.0,309.0,20.55,Moderate
72,71,2017,Assam,18,Sonitpur,301,Sonitpur,0.0,0.0,0.0,0.0,0.0,0.0,383.0,49.0,0.0,0.0,206.0,100.0,6.0,0.0,0.0,7.0,0.0,0.0,50.0,0.0,0.0,7.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.0,1.0,0.0,0.0,0.0,0.0,591.0,744.0,49.49,High
73,72,2017,Assam,18,Tinsukia,302,Tinsukia,1.0,4.0,6.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,0.0,20.0,0.0,52.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,10.0,5.0,0.0,0.0,0.0,0.0,418.0,581.0,38.64,High
74,73,2017,Assam,18,Udalguri,617,Udalguri,0.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,23.0,12.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,237.0,15.76,Moderate
75,74,2017,Assam,18,Tinsukia,302,Sadia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,2.26,Low
76,75,2017,Assam,18,Majuli,706,Majuli,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,72.0,4.79,Low
77,76,2017,Assam,18,Biswanath,705,Biswanath,1.0,6.0,2.0,0.0,0.0,0.0,111.0,35.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,254.0,335.0,22.28,Moderate
78,77,2017,Assam,18,Hojai,709,Hojai,0.0,10.0,4.0,0.0,0.0,0.0,268.0,64.0,0.0,0.0,71.0,0.0,59.0,0.0,0.0,4.0,3.0,0.0,55.0,0.0,26.0,0.0,388.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,6.0,2.0,0.0,0.0,0.0,0.0,851.0,1050.0,69.84,Critical
79,78,2017,Assam,18,South Salmara Mancachar,707,South Salmara,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,314.0,20.89,Moderate
80,79,2017,Assam,18,Charaideo,708,Charaideo,0.0,1.0,1.0,0.0,0.0,0.0,81.0,4.0,0.0,0.0,23.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,138.0,159.0,10.58,Low
81,80,2017,Bihar,10,Araria,188,Araria,0.0,11.0,0.0,0.0,1.0,0.0,63.0,0.0,0.0,0.0,99.0,22.0,0.0,0.0,8.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,142.0,248.0,16.5,Moderate
82,81,2017,Bihar,10,Arwal,611,Arwal,0.0,6.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,78.0,5.19,Low
83,82,2017,Bihar,10,Aurangabad,189,Aurangabad,0.0,19.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,38.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,159.0,154.0,10.24,Low
84,83,2017,Bihar,10,Pashchim Champaran,211,Bagaha,0.0,12.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,6.65,Low
85,84,2017,Bihar,10,Banka,190,Banka,0.0,20.0,0.0,0.0,1.0,0.0,32.0,26.0,0.0,0.0,57.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,197.0,13.1,Low
86,85,2017,Bihar,10,Begusarai,191,Begusarai,0.0,20.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,15.0,21.0,0.0,0.0,100.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,170.0,164.0,10.91,Low
87,86,2017,Bihar,10,Pashchim Champaran,211,Bettiah,0.0,33.0,0.0,0.0,0.0,0.0,222.0,22.0,0.0,0.0,0.0,121.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,0.0,0.0,1.0,0.0,0.0,330.0,417.0,27.74,Moderate
88,87,2017,Bihar,10,Bhagalpur,192,Bhagalpur,0.0,13.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,372.0,351.0,23.35,Moderate
89,88,2017,Bihar,10,Bhojpur,193,Bhojpur,0.0,34.0,0.0,0.0,0.0,0.0,180.0,44.0,0.0,0.0,15.0,41.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,317.0,413.0,27.47,Moderate
90,89,2017,Bihar,10,Buxar,194,Buxar,0.0,18.0,0.0,0.0,0.0,0.0,41.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,35.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,182.0,140.0,9.31,Low
91,90,2017,Bihar,10,Darbhanga,195,Darbhanga,0.0,17.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,88.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,291.0,324.0,21.55,Moderate
92,91,2017,Bihar,10,Gaya,196,Gaya,0.0,49.0,0.0,0.0,0.0,0.0,99.0,77.0,0.0,0.0,28.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,414.0,453.0,30.13,Moderate
93,92,2017,Bihar,10,Gopalganj,197,Gopalganj,0.0,25.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,138.0,137.0,9.11,Low
94,93,2017,Bihar,10,Munger,207,Jamalpur Railway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.33,Low
95,94,2017,Bihar,10,Jamui,198,Jamui,0.0,11.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,107.0,141.0,9.38,Low
96,95,2017,Bihar,10,Jehanabad,199,Jehanabad,0.0,18.0,0.0,0.0,0.0,0.0,31.0,26.0,0.0,0.0,19.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,121.0,182.0,12.11,Low
97,96,2017,Bihar,10,Katihar,201,Katihar,0.0,14.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,35.0,2.0,0.0,0.0,28.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,268.0,17.83,Moderate
98,97,2017,Bihar,10,Katihar,201,Katihar Railway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.27,Low
99,98,2017,Bihar,10,Khagaria,202,Khagaria,0.0,10.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,112.0,127.0,8.45,Low
100,99,2017,Bihar,10,Kishanganj,203,Kishanganj,0.0,14.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,85.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,167.0,11.11,Low
101,100,2017,Bihar,10,Lakhisarai,204,Lakhisarai,0.0,11.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,112.0,114.0,7.58,Low
102,101,2017,Bihar,10,Madhepura,205,Madhepura,0.0,11.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,48.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,145.0,181.0,12.04,Low
103,102,2017,Bihar,10,Madhubani,206,Madhubani,0.0,39.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,325.0,476.0,31.66,Moderate
104,103,2017,Bihar,10,Purbi Champaran,213,Motihari,0.0,59.0,0.0,0.0,0.0,0.0,170.0,14.0,3.0,0.0,25.0,33.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,0.0,0.0,0.0,268.0,375.0,24.94,Moderate
105,104,2017,Bihar,10,Munger,207,Munger,0.0,11.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,142.0,9.44,Low
106,105,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur,0.0,58.0,0.0,0.0,0.0,0.0,121.0,59.0,0.0,0.0,141.0,97.0,0.0,0.0,0.0,4.0,0.0,0.0,40.0,0.0,23.0,0.0,17.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,434.0,606.0,40.31,High
107,106,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.73,Low
108,107,2017,Bihar,10,Nalanda,209,Nalanda,0.0,62.0,0.0,0.0,0.0,0.0,107.0,20.0,0.0,0.0,0.0,97.0,0.0,0.0,88.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,384.0,373.0,24.81,Moderate
109,108,2017,Bihar,10,Bhagalpur,192,Naugachia,0.0,9.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,43.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,73.0,63.0,4.19,Low
110,109,2017,Bihar,10,Nawada,210,Nawadah,0.0,17.0,0.0,0.0,1.0,0.0,54.0,12.0,0.0,0.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,143.0,212.0,14.1,Low
111,110,2017,Bihar,10,Patna,212,Patna,0.0,97.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,90.0,0.0,0.0,0.0,0.0,0.0,760.0,964.0,64.12,Critical
112,111,2017,Bihar,10,Patna,212,Patna Railway,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.93,Low
113,112,2017,Bihar,10,Rohtas,215,Rohtas,0.0,36.0,0.0,0.0,0.0,0.0,108.0,41.0,0.0,0.0,0.0,111.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,274.0,383.0,25.47,Moderate
114,113,2017,Bihar,10,Saharsa,216,Saharsa,0.0,17.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,72.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,21.0,0.0,0.0,0.0,116.0,202.0,13.44,Low
115,114,2017,Bihar,10,Samastipur,217,Samastipur,0.0,42.0,0.0,0.0,0.0,0.0,51.0,40.0,0.0,0.0,0.0,85.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,224.0,258.0,17.16,Moderate
116,115,2017,Bihar,10,Saran,218,Saran,0.0,77.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,121.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,327.0,389.0,25.87,Moderate
117,116,2017,Bihar,10,Sheikhpura,219,Sheikhpura,0.0,12.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,155.0,105.0,6.98,Low
118,117,2017,Bihar,10,Sheohar,220,Sheohar,0.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,63.0,4.19,Low
119,118,2017,Bihar,10,Sitamarhi,221,Sitamarhi,0.0,28.0,0.0,0.0,0.0,0.0,183.0,8.0,0.0,0.0,55.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,267.0,347.0,23.08,Moderate
120,119,2017,Bihar,10,Siwan,222,Siwan,0.0,36.0,0.0,0.0,0.0,0.0,148.0,39.0,0.0,0.0,0.0,124.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,266.0,394.0,26.21,Moderate
121,120,2017,Bihar,10,Supaul,223,Supaul,0.0,15.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,0.0,72.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,267.0,210.0,13.97,Low
122,121,2017,Bihar,10,Vaishali,224,Vaishali,0.0,52.0,0.0,0.0,0.0,0.0,114.0,36.0,0.0,0.0,35.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,304.0,379.0,25.21,Moderate
123,122,2017,Bihar,10,Patna,212,Economic Offences Unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
